"Date","Type","Category","Amount","Description","Source","Person_in_Charge","Voucher_Code"
"2026-11-05","income","Sales","1003.16","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-11-05","income","Sales","1525.30","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-11-05","income","Sales","1785.20","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-11-06","income","Sales","880.40","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-11-06","income","Sales","1598.87","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-11-06","income","Sales","1798.46","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-11-07","income","Sales","866.96","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-11-07","income","Sales","1650.38","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-11-07","income","Sales","2212.34","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-11-08","income","Sales","814.29","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-11-08","income","Sales","1376.76","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-11-08","income","Sales","1508.56","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-11-09","income","Sales","1019.89","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-11-09","income","Sales","1341.63","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-11-09","income","Sales","1891.15","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-11-10","income","Sales","836.75","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-11-10","income","Sales","1205.85","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-11-10","income","Sales","2214.10","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-11-11","income","Sales","1010.07","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-11-11","income","Sales","1411.95","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-11-11","income","Sales","1755.91","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-11-12","income","Sales","961.18","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-11-12","income","Sales","1546.61","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-11-12","income","Sales","1516.84","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-11-13","income","Sales","916.10","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-11-13","income","Sales","1777.16","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-11-13","income","Sales","2102.98","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-11-14","income","Sales","1177.62","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-11-14","income","Sales","1351.53","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-11-14","income","Sales","1506.34","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-11-15","income","Sales","956.22","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-11-15","income","Sales","1251.06","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-11-15","income","Sales","1866.97","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-11-16","income","Sales","1085.83","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-11-16","income","Sales","1544.38","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-11-16","income","Sales","2247.08","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-11-17","income","Sales","1019.51","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-11-17","income","Sales","1303.99","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-11-17","income","Sales","1859.29","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-11-18","income","Sales","985.39","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-11-18","income","Sales","1353.33","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-11-18","income","Sales","1906.86","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-11-19","income","Sales","902.35","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-11-19","income","Sales","1492.44","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-11-19","income","Sales","1927.15","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-11-20","income","Sales","1179.73","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-11-20","income","Sales","1564.30","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-11-20","income","Sales","1991.89","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-11-21","income","Sales","1044.61","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-11-21","income","Sales","1606.22","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-11-21","income","Sales","2239.83","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-11-22","income","Sales","1134.21","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-11-22","income","Sales","1757.11","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-11-22","income","Sales","1971.08","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-11-23","income","Sales","850.06","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-11-23","income","Sales","1733.73","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-11-23","income","Sales","1900.98","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-11-24","income","Sales","1121.48","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-11-24","income","Sales","1293.00","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-11-24","income","Sales","1645.92","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-11-25","income","Sales","1187.76","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-11-25","income","Sales","1757.42","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-11-25","income","Sales","1781.06","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-11-26","income","Sales","871.88","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-11-26","income","Sales","1394.69","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-11-26","income","Sales","1662.51","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-11-27","income","Sales","1161.23","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-11-27","income","Sales","1368.05","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-11-27","income","Sales","1620.36","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-11-28","income","Sales","1034.75","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-11-28","income","Sales","1383.46","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-11-28","income","Sales","1617.27","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-11-29","income","Sales","862.58","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-11-29","income","Sales","1419.75","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-11-29","income","Sales","1745.09","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-11-30","income","Sales","869.31","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-11-30","income","Sales","1500.22","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-11-30","income","Sales","1879.51","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-12-01","expense","Rent","4500.00","Monthly rental for outlet Taman A","Manual","Jack",""
"2026-12-01","expense","Rent","4500.00","Monthly rental for outlet Taman B","Manual","Sarah",""
"2026-12-01","expense","Rent","4500.00","Monthly rental for outlet Taman C","Manual","Ali",""
"2026-12-01","expense","Rent","4500.00","Monthly rental for outlet Taman D","Manual","Tan",""
"2026-12-01","expense","Rent","4500.00","Monthly rental for outlet Taman E","Manual","Lim",""
"2026-12-10","expense","Utilities","499.79","Electricity bill for Taman A","Manual","Sarah",""
"2026-12-10","expense","Utilities","75.70","Water bill for Taman A","Manual","Sarah",""
"2026-12-12","expense","Utilities","392.21","Electricity bill for Taman B","Manual","Ali",""
"2026-12-12","expense","Utilities","61.05","Water bill for Taman B","Manual","Ali",""
"2026-12-15","expense","Utilities","375.74","Electricity bill for Taman C","Manual","Tan",""
"2026-12-15","expense","Utilities","67.79","Water bill for Taman C","Manual","Tan",""
"2026-12-18","expense","Utilities","421.44","Electricity bill for Taman D","Manual","Lim",""
"2026-12-18","expense","Utilities","79.60","Water bill for Taman D","Manual","Lim",""
"2026-12-21","expense","Utilities","316.09","Electricity bill for Taman E","Manual","Ahmad",""
"2026-12-21","expense","Utilities","51.02","Water bill for Taman E","Manual","Ahmad",""
"2026-12-05","expense","Inventory","25781.87","Bulk tea leaves, cups and packaging materials from supplier","Manual","Sarah",""
"2026-12-20","expense","Inventory","18564.10","Milk, syrup and fresh pastry supplies from vendor","Manual","Ahmad",""
"2026-12-10","expense","Marketing","6240.59","Social media ads and local influencer campaigns payout","Manual","Tan",""
"2026-12-28","expense","Salaries","70812.94","Monthly staff salaries and EPF contributions compiled","Manual","Lim",""
"2026-12-28","expense","Claims","213.98","Petrol and travel claim [PIC: Ali]","Manual","Ali",""
"2026-12-01","income","Sales","922.55","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-12-01","income","Sales","1533.57","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-12-01","income","Sales","2054.20","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-12-02","income","Sales","897.60","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-12-02","income","Sales","1696.55","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-12-02","income","Sales","1655.76","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-12-03","income","Sales","1061.61","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-12-03","income","Sales","1559.41","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-12-03","income","Sales","1931.53","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-12-04","income","Sales","1136.39","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-12-04","income","Sales","1736.93","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-12-04","income","Sales","2288.57","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-12-05","income","Sales","1099.71","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-12-05","income","Sales","1681.23","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-12-05","income","Sales","2133.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-12-06","income","Sales","1102.41","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-12-06","income","Sales","1542.98","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-12-06","income","Sales","2252.49","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-12-07","income","Sales","981.65","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-12-07","income","Sales","1612.47","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-12-07","income","Sales","1592.35","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-12-08","income","Sales","870.15","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-12-08","income","Sales","1363.04","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-12-08","income","Sales","1871.26","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-12-09","income","Sales","1182.30","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-12-09","income","Sales","1435.14","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-12-09","income","Sales","1736.29","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-12-10","income","Sales","1175.83","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-12-10","income","Sales","1546.65","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-12-10","income","Sales","1839.24","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-12-11","income","Sales","989.48","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-12-11","income","Sales","1546.96","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-12-11","income","Sales","1916.11","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-12-12","income","Sales","878.20","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-12-12","income","Sales","1513.25","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-12-12","income","Sales","2044.78","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-12-13","income","Sales","937.54","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-12-13","income","Sales","1602.66","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-12-13","income","Sales","2175.23","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-12-14","income","Sales","1058.70","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-12-14","income","Sales","1309.19","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-12-14","income","Sales","1597.63","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-12-15","income","Sales","1131.10","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-12-15","income","Sales","1563.39","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-12-15","income","Sales","2258.44","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-12-16","income","Sales","939.75","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-12-16","income","Sales","1463.70","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-12-16","income","Sales","1847.74","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-12-17","income","Sales","1037.91","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-12-17","income","Sales","1327.11","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-12-17","income","Sales","1515.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-12-18","income","Sales","849.58","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-12-18","income","Sales","1202.50","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-12-18","income","Sales","1869.15","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-12-19","income","Sales","1024.40","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-12-19","income","Sales","1415.21","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-12-19","income","Sales","2063.69","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-12-20","income","Sales","976.96","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-12-20","income","Sales","1342.15","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-12-20","income","Sales","1933.27","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-12-21","income","Sales","1054.12","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-12-21","income","Sales","1654.28","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-12-21","income","Sales","1799.36","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-12-22","income","Sales","1093.02","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-12-22","income","Sales","1581.47","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-12-22","income","Sales","1977.16","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-12-23","income","Sales","1107.12","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-12-23","income","Sales","1674.03","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-12-23","income","Sales","2149.76","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-12-24","income","Sales","815.68","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-12-24","income","Sales","1701.25","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-12-24","income","Sales","1532.84","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-12-25","income","Sales","1084.67","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-12-25","income","Sales","1521.72","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-12-25","income","Sales","1534.23","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
"2026-12-26","income","Sales","1125.17","Daily cash sales compiled for all outlets","POS-Cash","Ali",""
"2026-12-26","income","Sales","1735.88","Daily card sales compiled for all outlets","POS-Card","Tan",""
"2026-12-26","income","Sales","2097.79","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Lim",""
"2026-12-27","income","Sales","885.32","Daily cash sales compiled for all outlets","POS-Cash","Tan",""
"2026-12-27","income","Sales","1278.99","Daily card sales compiled for all outlets","POS-Card","Lim",""
"2026-12-27","income","Sales","1685.42","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ahmad",""
"2026-12-28","income","Sales","945.68","Daily cash sales compiled for all outlets","POS-Cash","Lim",""
"2026-12-28","income","Sales","1700.59","Daily card sales compiled for all outlets","POS-Card","Ahmad",""
"2026-12-28","income","Sales","1546.97","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Jack",""
"2026-12-29","income","Sales","1145.24","Daily cash sales compiled for all outlets","POS-Cash","Ahmad",""
"2026-12-29","income","Sales","1668.88","Daily card sales compiled for all outlets","POS-Card","Jack",""
"2026-12-29","income","Sales","2086.67","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Sarah",""
"2026-12-30","income","Sales","1122.82","Daily cash sales compiled for all outlets","POS-Cash","Jack",""
"2026-12-30","income","Sales","1460.31","Daily card sales compiled for all outlets","POS-Card","Sarah",""
"2026-12-30","income","Sales","1858.45","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Ali",""
"2026-12-31","income","Sales","923.47","Daily cash sales compiled for all outlets","POS-Cash","Sarah",""
"2026-12-31","income","Sales","1423.11","Daily card sales compiled for all outlets","POS-Card","Ali",""
"2026-12-31","income","Sales","2105.99","Daily QR / DuitNow sales compiled for all outlets","POS-QR","Tan",""
